"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
56	1	58	205	1	0	0	0	1	0	0	0	"s1:1→1"	"s2:56→1"
56	1	58	231	1	0	0	1	0	0	0	0	"{s1:1→1, s1:1→1 / s2:53→1, s1:1→1 / s2:53→2}"	"{s2:56→1, s2:2→1, s2:2→1}"
56	1	58	248	0	1	1	0	0	0	0	0	"s1:1→1 / s2:1→1, 53→1"	""
56	1	58	255	1	0	1	0	0	0	0	0	"{s1:1→1 / s2:1→1, 53→1, s1:1→1 / s2:1→1, 53→1, s1:1→1 / s2:1→1, 53→2, s1:1→1 / s2:1→1, 53→3, s1:1→1 / s2:1→2, 53→1, s1:1→1 / s2:1→2, 53→2, s1:1→1 / s2:1→3, 53→2, s1:1→1 / s2:53→1}"	"{s2:2→1, s2:56→1, s2:2→1, s2:2→1, s2:56→1, s2:56→1, s2:56→1, s2:2→1}"
56	1	58	268	0	2	0	0	0	0	0	0	"{s1:1→1 / s2:1→1, 53→1, s1:1→1 / s2:1→2, 53→1}"	""
56	1	59	255	1	0	1	0	0	0	0	0	"{s1:1→1 / s2:1→1, s1:1→1 / s2:1→3, 53→1, s1:1→1 / s2:1→4, 53→1}"	"{s2:56→1, s2:56→1, s2:56→1}"
56	1	59	268	0	2	0	0	0	0	0	0	"s1:1→1 / s2:1→3, 53→1"	""
56	1	60	255	1	0	1	0	0	0	0	0	"s1:1→1 / s2:1→2"	"s2:56→1"
56	1	61	255	1	0	1	0	0	0	0	0	"{s1:1→1, s1:1→1 / s2:1→3}"	"{s2:2→1, s2:56→1}"
56	1	62	255	1	0	1	0	0	0	0	0	"s1:1→1 / s2:1→4"	"s2:56→1"
56	1	62	268	0	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1"	""
56	1	63	231	1	0	0	1	0	0	0	0	"s1:1→1"	"s2:2→1"
56	1	64	248	0	1	1	0	0	0	0	0	"s1:1→1 / s2:1→1"	""
56	1	64	255	1	0	1	0	0	0	0	0	"s1:1→1 / s2:1→1"	"s2:2→1"
56	1	65	268	0	2	0	0	0	0	0	0	"{s1:1→1 / s2:1→2, s1:1→1 / s2:1→3}"	""
56	2	58	206	0	1	0	0	1	0	0	0	"s1:1→1 / s2:56→1"	""
56	2	58	232	0	1	0	1	0	0	0	0	"s1:1→1 / s2:54→1"	""
