"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
18	2	19	180	0	2	0	0	0	0	0	0	"s1:18→1 / s2:1→1"	""
18	2	19	187	1	1	0	0	0	0	0	0	"s1:1→1"	"s2:17→1"
18	2	20	160	0	1	1	0	0	0	0	0	"{s1:18→1 / s2:1→1, s1:1→1 / s2:18→1}"	""
18	2	20	167	1	0	1	0	0	0	0	0	"s1:1→1"	"s2:17→1"
18	2	20	187	1	1	0	0	0	0	0	0	"{s1:18→1 / s2:1→1, s1:1→1 / s2:18→1}"	"{s2:19→1, s2:19→1}"
18	2	21	136	0	1	0	1	0	0	0	0	"{s1:18→1 / s2:1→1, s1:1→1 / s2:18→1}"	""
18	2	21	140	0	0	2	0	0	0	0	0	"s1:18→1 / s2:1→1"	""
18	2	21	143	1	0	0	1	0	0	0	0	"s1:1→1"	"s2:17→1"
18	2	21	187	1	1	0	0	0	0	0	0	"{s1:18→1 / s2:1→1, s1:1→1, 18→1, s1:1→1, 18→1 / s2:1→1, s1:1→1 / s2:1→1, 18→1}"	"{s2:17→1, s2:17→1, s2:17→1, s2:17→1}"
18	2	22	110	0	1	0	0	1	0	0	0	"s1:18→1 / s2:1→1"	""
18	2	22	116	0	0	1	1	0	0	0	0	"{s1:18→1 / s2:1→1, s1:1→1 / s2:18→1}"	""
18	2	22	167	1	0	1	0	0	0	0	0	"{s1:18→1 / s2:1→1, s1:18→1 / s2:1→2, s1:18→1 / s2:1→3, 18→1, s1:18→1 / s2:1→4, 18→1, s1:1→1, 18→1, s1:1→1, 18→1 / s2:1→1, s1:1→1, 18→1 / s2:1→1, 18→1, s1:1→1 / s2:1→1, 18→1, s1:1→1 / s2:1→1, 18→2}"	"{s2:17→1, s2:17→1, s2:17→1, s2:17→1, s2:17→1, s2:17→1, s2:17→1, s2:17→1, s2:17→1}"
18	2	22	180	0	2	0	0	0	0	0	0	"{s1:18→1 / s2:1→1, 18→1, s1:18→1 / s2:1→2, 18→1, s1:18→1 / s2:1→2, 18→2, s1:18→1 / s2:1→3, 18→2, s1:1→1, 18→1 / s2:1→1, 18→1, s1:1→1, 18→1 / s2:1→1, 18→2, s1:1→1, 18→1 / s2:1→2, 18→1, s1:1→1, 18→1 / s2:1→2, 18→2, s1:1→1, 18→1 / s2:1→2, 18→3, s1:1→1, 18→2 / s2:1→2, 18→1, s1:1→1 / s2:1→1, 18→1, s1:1→1 / s2:1→1, 18→2, s1:1→1 / s2:1→2, 18→2, s1:1→1 / s2:1→2, 18→3}"	""
