"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"	"LST gauge algebra"
66	1	66	191	0	0	0	0	0	0	1	0	"s1:1→1"	""	"5 e8+5 f5+10(g2+su(2))"
66	1	66	219	0	0	0	0	0	1	0	0	"s1:1→1"	""	"5 e8+5 f5+10(g2+su(2))"
66	1	66	246	0	0	0	0	1	0	0	0	"s1:1→1"	""	"5 e8+5 f5+10(g2+su(2))"
66	1	66	272	0	0	0	1	0	0	0	0	"s1:1→1"	""	"5 e8+5 f5+10(g2+su(2))"
66	2	66	191	0	0	0	0	0	0	1	0	"s1:1→1"	""	"5 e8+5 f5+10(g2+su(2))"
66	2	66	219	0	0	0	0	0	1	0	0	"s1:1→1"	""	"5 e8+5 f5+10(g2+su(2))"
66	2	66	246	0	0	0	0	1	0	0	0	"s1:1→1"	""	"5 e8+5 f5+10(g2+su(2))"
66	2	66	272	0	0	0	1	0	0	0	0	"s1:1→1"	""	"5 e8+5 f5+10(g2+su(2))"
66	3	66	191	0	0	0	0	0	0	1	0	"s1:66→1"	""	"5 e8+5 f5+10(g2+su(2))"
66	3	66	219	0	0	0	0	0	1	0	0	"s1:66→1"	""	"5 e8+5 f5+10(g2+su(2))"
66	3	66	246	0	0	0	0	1	0	0	0	"s1:66→1"	""	"5 e8+5 f5+10(g2+su(2))"
66	3	66	272	0	0	0	1	0	0	0	0	"s1:66→1"	""	"5 e8+5 f5+10(g2+su(2))"
66	4	66	238	0	0	0	0	1	0	0	0	"s1:66→1"	""	"5 e8+5 f5+su(3)+10(g2+su(2))"
66	4	66	264	0	0	0	1	0	0	0	0	"{s1:1→1, s1:1→1, 66→1, s1:66→1}"	""	"5 e8+5 f5+su(3)+10(g2+su(2))"
66	5	66	264	0	1	0	0	0	0	0	0	"{s1:66→1, s1:66→1}"	"{s1:1→1, s1:4→1, s1:1→1, s1:4→1}"	"5 e8+6 f5+su(3)+9(g2+su(2))"
