"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"	"LST gauge algebra"
78	1	78	221	0	0	0	0	0	0	1	0	"s1:1→1"	""	"6 e8+6 f5+12(g2+su(2))"
78	1	78	249	0	0	0	0	0	1	0	0	"s1:1→1"	""	"6 e8+6 f5+12(g2+su(2))"
78	2	78	221	0	0	0	0	0	0	1	0	"s1:1→1"	""	"6 e8+6 f5+12(g2+su(2))"
78	2	78	249	0	0	0	0	0	1	0	0	"s1:1→1"	""	"6 e8+6 f5+12(g2+su(2))"
78	3	78	221	0	0	0	0	0	0	1	0	"s1:78→1"	""	"6 e8+6 f5+12(g2+su(2))"
78	3	78	249	0	0	0	0	0	1	0	0	"s1:78→1"	""	"6 e8+6 f5+12(g2+su(2))"
78	4	78	268	0	0	0	0	1	0	0	0	"s1:78→1"	""	"6 e8+6 f5+su(3)+12(g2+su(2))"
78	9	78	260	0	0	0	0	1	0	0	0	"s1:78→1"	""	"6 e8+6 f5+2 su(3)+12(g2+su(2))"
78	10	78	221	0	0	0	0	0	0	1	0	"s1:1→1"	""	"6 e8+6 f5+12(g2+su(2))"
78	10	78	249	0	0	0	0	0	1	0	0	"s1:1→1"	""	"6 e8+6 f5+12(g2+su(2))"
78	11	78	259	0	0	0	0	1	0	0	0	"s1:1→1"	""	"6 e8+6 f5+su(3)+13(g2+su(2))"
78	18	78	266	0	0	0	1	0	0	0	0	"s1:1→1"	""	"6 e8+6 f5+so(8)+su(3)+12(g2+su(2))"
78	25	78	220	0	0	0	0	0	0	1	0	"s1:78→1"	""	"5 e8+e7+e7'+6 f5+12(g2+su(2))+so(7)+2 su(2)"
78	25	78	248	0	0	0	0	0	1	0	0	"s1:78→1"	""	"5 e8+e7+e7'+6 f5+12(g2+su(2))+so(7)+2 su(2)"
78	32	78	240	0	0	0	0	0	0	1	0	"s1:1→1"	""	"5 e8+e7+e6+6 f5+2 su(3)+11(g2+su(2))+so(7)+2 su(2)"
78	32	78	268	0	0	0	0	0	1	0	0	"s1:1→1"	""	"5 e8+e7+e6+6 f5+2 su(3)+11(g2+su(2))+so(7)+2 su(2)"
78	33	78	220	0	0	0	0	0	0	1	0	"s1:1→1"	""	"5 e8+e7+e7'+6 f5+12(g2+su(2))+so(7)+2 su(2)"
78	33	78	248	0	0	0	0	0	1	0	0	"s1:1→1"	""	"5 e8+e7+e7'+6 f5+12(g2+su(2))+so(7)+2 su(2)"
78	38	78	220	0	0	0	0	0	0	1	0	"s1:78→1"	""	"5 e8+e7+e7'+6 f5+12(g2+su(2))+so(7)+2 su(2)"
78	38	78	248	0	0	0	0	0	1	0	0	"s1:78→1"	""	"5 e8+e7+e7'+6 f5+12(g2+su(2))+so(7)+2 su(2)"
