"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
43	3	"3 e8+4 f5+su(3)+6(g2+su(2))"	48	232	1	0	0	0	0	0	0	0
43	6	"3 e8+3 f5+7(g2+su(2))"	49	142	1	1	0	0	0	0	1	0
43	6	"3 e8+3 f5+7(g2+su(2))"	49	143	0	1	0	0	0	0	1	0
43	6	"3 e8+3 f5+7(g2+su(2))"	51	170	1	1	0	0	0	1	0	0
43	6	"3 e8+3 f5+7(g2+su(2))"	51	171	0	1	0	0	0	1	0	0
43	8	"3 e8+4 f5+su(3)+6(g2+su(2))"	48	232	1	0	0	0	0	0	0	0
43	9	"3 e8+4 f5+2 su(3)+6(g2+su(2))"	48	224	1	0	0	0	0	0	0	0
43	10	"3 e8+4 f5+su(3)+6(g2+su(2))"	47	172	1	1	0	1	0	0	0	0
43	10	"3 e8+4 f5+su(3)+6(g2+su(2))"	47	180	1	0	0	1	0	0	0	0
43	10	"3 e8+4 f5+su(3)+6(g2+su(2))"	48	172	1	1	0	1	0	0	0	0
43	10	"3 e8+4 f5+su(3)+6(g2+su(2))"	48	232	1	0	0	0	0	0	0	0
43	10	"3 e8+4 f5+su(3)+6(g2+su(2))"	49	146	1	1	0	0	1	0	0	0
43	10	"3 e8+4 f5+su(3)+6(g2+su(2))"	50	172	1	1	0	1	0	0	0	0
43	11	"3 e8+3 f5+7(g2+su(2))"	47	170	1	1	0	0	0	1	0	0
43	11	"3 e8+3 f5+7(g2+su(2))"	48	142	1	1	0	0	0	0	1	0
43	11	"3 e8+3 f5+7(g2+su(2))"	49	142	1	1	0	0	0	0	1	0
43	11	"3 e8+3 f5+7(g2+su(2))"	49	143	0	1	0	0	0	0	1	0
43	11	"3 e8+3 f5+7(g2+su(2))"	50	170	1	1	0	0	0	1	0	0
43	11	"3 e8+3 f5+7(g2+su(2))"	50	171	0	1	0	0	0	1	0	0
43	11	"3 e8+3 f5+7(g2+su(2))"	52	27	1	1	0	0	0	0	0	1
43	11	"3 e8+3 f5+7(g2+su(2))"	52	28	0	1	0	0	0	0	0	1
43	12	"3 e8+4 f5+su(3)+6(g2+su(2))"	48	180	1	0	0	1	0	0	0	0
43	12	"3 e8+4 f5+su(3)+6(g2+su(2))"	48	232	1	0	0	0	0	0	0	0
43	16	"3 e8+3 f5+su(3)+7(g2+su(2))"	48	142	1	0	0	0	0	0	1	0
43	16	"3 e8+3 f5+su(3)+7(g2+su(2))"	48	170	1	0	0	0	0	1	0	0
43	17	"3 e8+4 f5+su(3)+7(g2+su(2))"	48	223	1	0	0	0	0	0	0	0
43	21	"3 e8+4 f5+su(3)+6(g2+su(2))"	47	180	1	0	0	1	0	0	0	0
43	21	"3 e8+4 f5+su(3)+6(g2+su(2))"	48	232	1	0	0	0	0	0	0	0
43	23	"3 e8+3 f5+su(3)+7(g2+su(2))"	47	170	1	0	0	0	0	1	0	0
43	23	"3 e8+3 f5+su(3)+7(g2+su(2))"	48	142	1	0	0	0	0	0	1	0
43	23	"3 e8+3 f5+su(3)+7(g2+su(2))"	48	170	1	0	0	0	0	1	0	0
43	23	"3 e8+3 f5+su(3)+7(g2+su(2))"	52	27	1	0	0	0	0	0	0	1
43	24	"3 e8+4 f5+2 su(3)+6(g2+su(2))"	48	224	1	0	0	0	0	0	0	0
43	25	"3 e8+4 f5+su(3)+7(g2+su(2))"	48	223	1	0	0	0	0	0	0	0
43	26	"3 e8+4 f5+su(3)+7(g2+su(2))"	48	223	1	0	0	0	0	0	0	0
43	42	"3 e8+3 f5+so(8)+su(3)+6(g2+su(2))"	48	256	1	0	0	0	0	0	0	0
43	43	"3 e8+e7'+3 f5+7(g2+su(2))"	48	170	1	1	0	0	0	0	0	0
43	43	"3 e8+e7'+3 f5+7(g2+su(2))"	48	171	0	1	0	0	0	0	0	0
43	57	"3 e8+3 f5+so(8)+2 su(3)+6(g2+su(2))"	48	248	1	0	0	0	0	0	0	0
43	58	"3 e8+e7'+3 f5+7(g2+su(2))"	48	170	1	1	0	0	0	0	0	0
43	58	"3 e8+e7'+3 f5+7(g2+su(2))"	48	171	0	1	0	0	0	0	0	0
43	59	"3 e8+e7'+3 f5+7(g2+su(2))"	47	170	1	1	0	0	0	0	0	0
43	59	"3 e8+e7'+3 f5+7(g2+su(2))"	48	170	1	1	0	0	0	0	0	0
43	59	"3 e8+e7'+3 f5+7(g2+su(2))"	48	171	0	1	0	0	0	0	0	0
43	74	"3 e8+e7'+3 f5+su(3)+7(g2+su(2))"	48	170	1	0	0	0	0	0	0	0
43	77	"2 e8+2 e7+3 f5+8(g2+su(2))"	48	255	1	0	0	0	0	0	0	0
43	82	"3 e8+3 f5+2 so(8)+su(3)+6(g2+su(2))"	48	228	1	0	0	0	0	0	0	0
43	90	"5 e7+2 f5+su(3)+3(g2+su(2))+4(so(7)+2 su(2))"	48	150	1	0	0	0	0	0	0	1
43	90	"5 e7+2 f5+su(3)+3(g2+su(2))+4(so(7)+2 su(2))"	49	141	2	1	0	0	0	0	0	1
43	90	"5 e7+2 f5+su(3)+3(g2+su(2))+4(so(7)+2 su(2))"	49	142	1	1	0	0	0	0	0	1
43	90	"5 e7+2 f5+su(3)+3(g2+su(2))+4(so(7)+2 su(2))"	49	143	0	1	0	0	0	0	0	1
