"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
68	2	"5 e8+6 f5+su(3)+10(g2+su(2))"	68	236	0	1	0	0	1	0	0	0	2
68	3	"5 e8+5 f5+11(g2+su(2))"	74	109	0	2	0	0	0	0	0	1	2
68	3	"5 e8+5 f5+11(g2+su(2))"	74	116	1	1	0	0	0	0	0	1	5
68	3	"5 e8+5 f5+11(g2+su(2))"	74	117	0	1	0	0	0	0	0	1	4
68	5	"5 e8+5 f5+su(3)+11(g2+su(2))"	74	109	0	1	0	0	0	0	0	1	2
68	5	"5 e8+5 f5+su(3)+11(g2+su(2))"	74	116	1	0	0	0	0	0	0	1	5
68	6	"5 e8+5 f5+12(g2+su(2))"	74	114	1	0	0	0	0	0	0	1	3
68	10	"5 e8+e7'+5 f5+10(g2+su(2))"	68	268	0	1	0	0	0	0	0	0	2
68	11	"5 e8+e6+5 f5+su(3)+10(g2+su(2))"	68	236	0	1	0	1	0	0	0	0	2
68	12	"5 e8+e6+5 f5+2 su(3)+9(g2+su(2))"	68	210	0	1	0	0	1	0	0	0	2
68	12	"5 e8+e6+5 f5+2 su(3)+9(g2+su(2))"	68	236	0	1	0	1	0	0	0	0	2
68	13	"5 e8+e7'+5 f5+10(g2+su(2))"	68	268	0	1	0	0	0	0	0	0	3
68	14	"5 e8+e7'+5 f5+10(g2+su(2))"	68	268	0	1	0	0	0	0	0	0	2
68	20	"5 e8+e6+5 f5+2 su(3)+10(g2+su(2))"	128	272	0	2	0	0	0	0	0	0	2
68	20	"5 e8+e6+5 f5+2 su(3)+10(g2+su(2))"	134	271	1	2	0	0	0	0	0	0	2
68	20	"5 e8+e6+5 f5+2 su(3)+10(g2+su(2))"	149	271	1	2	0	0	0	0	0	0	2
68	20	"5 e8+e6+5 f5+2 su(3)+10(g2+su(2))"	149	272	0	2	0	0	0	0	0	0	4
68	27	"5 e8+e6+5 f5+su(3)+11(g2+su(2))"	115	271	0	2	0	0	0	0	0	0	2
68	27	"5 e8+e6+5 f5+su(3)+11(g2+su(2))"	148	271	0	2	0	0	0	0	0	0	2
68	33	"5 e8+e6+5 f5+2 su(3)+10(g2+su(2))"	144	271	0	2	0	0	0	0	0	0	2
68	34	"5 e8+e6+5 f5+su(3)+11(g2+su(2))"	133	271	0	2	0	0	0	0	0	0	2
