"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
31	3	34	186	1	2	0	0	0	0	0	0	"s1:2→1 / s2:1→1, 28→1"	"s3:31→1"
31	3	34	193	2	1	0	0	0	0	0	0	"{s1:2→1, 28→1 / s2:1→1 / s3:1→1, s1:2→1 / s2:1→1, 28→1 / s3:1→1, 28→1, s1:2→1 / s2:1→1, 28→1 / s3:1→1, 28→2, s1:2→1 / s2:1→1, 28→1 / s3:1→2, 28→1, s1:2→1 / s2:1→1, 28→1 / s3:1→2, 28→2, s1:2→1 / s2:1→1, 28→1 / s3:1→2, 28→2, s1:2→1 / s2:1→1, 28→1 / s3:1→2, 28→3, s1:2→1 / s2:1→1, 28→1 / s3:1→3, 28→1, s1:2→1 / s2:1→1, 28→1 / s3:1→3, 28→2, s1:2→1 / s2:1→1 / s3:1→1, 28→1, s1:2→1 / s2:1→1 / s3:1→2, 28→2, s1:2→1 / s2:1→1 / s3:1→3, 28→2, s1:2→1 / s3:1→1, 28→1, s1:2→1 / s3:1→2, 28→2, s1:2→1 / s3:1→3, 28→2}"	"{s2:32→1 / s3:31→1, s2:32→1 / s3:31→1, s2:31→1 / s3:32→1, s2:32→1 / s3:31→1, s2:31→1 / s3:32→1, s2:32→1 / s3:31→1, s2:31→1 / s3:32→1, s2:32→1 / s3:31→1, s2:32→1 / s3:31→1, s2:31→1 / s3:32→1, s2:31→1 / s3:32→1, s2:31→1 / s3:32→1, s2:31→1 / s3:32→1, s2:31→1 / s3:32→1, s2:31→1 / s3:32→1}"
31	3	190	193	2	1	0	0	0	0	0	0	"s1:2→1 / s3:1→3"	"s2:31→1 / s3:32→1"
31	4	34	187	0	3	0	0	0	0	0	0	"s1:31→1 / s2:2→1 / s3:1→1, 29→1"	""
31	4	34	194	1	2	0	0	0	0	0	0	"{s1:31→1 / s2:2→1, 29→1 / s3:1→1, s1:31→1 / s2:2→1, 29→1 / s3:1→1, s1:31→1 / s2:2→1 / s3:1→1, 29→1, s1:31→1 / s2:2→1 / s3:1→1, 29→2, s1:31→1 / s2:2→1 / s3:1→2, 29→2, s1:31→1 / s2:2→1 / s3:1→2, 29→3, s1:31→1 / s2:2→1 / s3:29→1}"	"{s3:32→1, s3:33→1, s3:33→1, s3:33→1, s3:33→1, s3:33→1, s3:33→1}"
31	5	35	167	0	2	0	0	1	0	0	0	"s1:31→1"	"s2:4→1 / s3:1→1"
31	5	36	140	0	2	0	0	0	1	0	0	"s1:31→1"	"s2:4→1 / s3:1→1"
31	5	37	112	0	2	0	0	0	0	1	0	"s1:31→1"	"s2:4→1 / s3:1→1"
31	5	41	-3	0	2	0	0	0	0	0	1	"s1:31→1"	"s2:4→1 / s3:1→1"
31	6	36	167	1	1	0	0	1	0	0	0	"{s1:31→1 / s2:1→1 / s3:1→1, 31→1, s1:31→1 / s2:1→1 / s3:1→2, 31→1, s1:31→1 / s2:1→1 / s3:1→3, 31→1, s1:31→1 / s2:1→1 / s3:1→4, 31→1}"	"{s3:33→1, s3:33→1, s3:33→1, s3:33→1}"
