"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
58	1	"4 e8+5 f4+su(3)+9(g2+su(2))"	"5 e8+5 f4+10(g2+su(2))"	65	92	1	0	0	0	0	0	0	1	5
58	2	"4 e8+5 f4+9(g2+su(2))"	"4 e8+e7'+5 f4+su(3)+9(g2+su(2))"	58	236	0	1	0	0	0	1	0	0	2
58	2	"4 e8+5 f4+9(g2+su(2))"	"4 e8+e7+5 f4+su(3)+9(g2+su(2))"	59	208	0	1	0	0	0	0	1	0	2
58	2	"4 e8+5 f4+9(g2+su(2))"	"5 e8+5 f4+10(g2+su(2))"	65	92	1	1	0	0	0	0	0	1	10
58	2	"4 e8+5 f4+9(g2+su(2))"	"5 e8+5 f4+su(3)+9(g2+su(2))"	63	93	0	1	0	0	0	0	0	1	2
58	4	"4 e8+5 f4+su(3)+9(g2+su(2))"	"4 e8+e6+5 f4+so(8)+su(3)+9(g2+su(2))"	58	235	0	0	1	0	1	0	0	0	2
58	4	"4 e8+5 f4+su(3)+9(g2+su(2))"	"4 e8+e6+5 f4+su(3)+9(g2+su(2))"	58	263	0	0	0	0	1	0	0	0	3
58	4	"4 e8+5 f4+su(3)+9(g2+su(2))"	"4 e8+e6+6 f4+su(3)+9(g2+su(2))"	59	211	0	0	0	1	1	0	0	0	2
58	4	"4 e8+5 f4+su(3)+9(g2+su(2))"	"4 e8+e7+5 f4+so(8)+10(g2+su(2))"	62	179	1	0	1	0	0	0	1	0	2
58	5	"4 e8+5 f4+10(g2+su(2))"	"5 e8+5 f4+9(g2+su(2))+so(7)+2 su(2)"	65	90	1	0	0	0	0	0	0	1	3
58	10	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	58	259	0	1	0	0	0	0	0	0	2
58	12	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	58	259	1	1	0	0	0	0	0	0	2
58	13	"4 e8+e6+5 f4+2 su(3)+8(g2+su(2))"	"4 e8+e6+5 f4+3 su(3)+8(g2+su(2))"	58	256	0	1	0	0	0	0	0	0	2
58	13	"4 e8+e6+5 f4+2 su(3)+8(g2+su(2))"	"4 e8+e6+5 f4+su(3)+9(g2+su(2))"	58	263	1	0	0	0	0	0	0	0	3
58	14	"4 e8+e6+5 f4+su(3)+8(g2+su(2))"	"4 e8+e6+5 f4+2 su(3)+8(g2+su(2))"	58	264	0	1	0	0	0	0	0	0	8
58	14	"4 e8+e6+5 f4+su(3)+8(g2+su(2))"	"4 e8+e6+5 f4+su(3)+9(g2+su(2))"	58	263	1	1	0	0	0	0	0	0	4
58	16	"5 e8+4 f4+8(g2+su(2))"	"5 e8+4 f4+9(g2+su(2))"	58	153	0	1	0	0	0	0	0	0	2
58	17	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	58	259	0	1	0	0	0	0	0	0	4
58	17	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+so(8)+10(g2+su(2))"	58	231	0	1	1	0	0	0	0	0	2
58	17	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+5 f4+10(g2+su(2))"	58	207	0	1	0	1	0	0	0	0	2
58	18	"4 e8+e7+4 f4+su(3)+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	58	259	1	0	0	0	0	0	0	0	2
58	20	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	58	259	0	1	0	0	0	0	0	0	2
58	21	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	58	259	0	1	0	0	0	0	0	0	2
58	22	"4 e8+e6+5 f4+su(3)+9(g2+su(2))"	"4 e8+e6+5 f4+10(g2+su(2))"	58	262	1	0	0	0	0	0	0	0	2
58	23	"4 e8+e6+5 f4+su(3)+8(g2+su(2))"	"4 e8+e6+5 f4+2 su(3)+8(g2+su(2))"	58	264	0	1	0	0	0	0	0	0	2
58	23	"4 e8+e6+5 f4+su(3)+8(g2+su(2))"	"4 e8+e6+5 f4+su(3)+9(g2+su(2))"	58	263	0	1	0	0	0	0	0	0	3
58	24	"4 e8+e6+5 f4+9(g2+su(2))"	"4 e8+e6+5 f4+10(g2+su(2))"	58	262	1	1	0	0	0	0	0	0	2
58	24	"4 e8+e6+5 f4+9(g2+su(2))"	"4 e8+e6+5 f4+su(3)+9(g2+su(2))"	58	263	0	1	0	0	0	0	0	0	5
58	25	"4 e8+e6+5 f4+9(g2+su(2))"	"4 e8+e6+5 f4+su(3)+9(g2+su(2))"	58	263	0	1	0	0	0	0	0	0	2
58	26	"4 e8+e6+5 f4+su(3)+8(g2+su(2))"	"4 e8+e6+5 f4+2 su(3)+8(g2+su(2))"	58	264	0	1	0	0	0	0	0	0	2
58	27	"4 e8+e7+4 f4+su(3)+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	58	259	1	0	0	0	0	0	0	0	3
58	33	"4 e8+5 f4+so(8)+su(3)+9(g2+su(2))"	"4 e8+e7+5 f4+so(8)+10(g2+su(2))"	62	179	1	0	0	0	0	0	1	0	2
58	34	"4 e8+e7+5 f4+su(3)+9(g2+su(2))"	"4 e8+e7+5 f4+so(8)+10(g2+su(2))"	62	179	1	0	1	0	0	0	0	0	2
58	35	"4 e8+e6+5 f4+su(3)+9(g2+su(2))"	"4 e8+e6+5 f4+2 su(3)+9(g2+su(2))"	58	255	0	1	0	0	0	0	0	0	2
58	35	"4 e8+e6+5 f4+su(3)+9(g2+su(2))"	"4 e8+e6+5 f4+su(3)+8(g2+su(2))+so(7)+2 su(2)"	58	261	1	0	0	0	0	0	0	0	3
58	37	"4 e8+e6+5 f4+su(3)+8(g2+su(2))"	"4 e8+e6+5 f4+su(3)+9(g2+su(2))"	58	263	0	1	0	0	0	0	0	0	2
58	49	"4 e8+e6+5 f4+10(g2+su(2))"	"4 e8+e6+5 f4+9(g2+su(2))+so(7)+2 su(2)"	58	260	1	0	0	0	0	0	0	0	2
58	55	"4 e8+e7'+4 f4+so(8)+9(g2+su(2))"	"4 e8+e7'+4 f4+so(8)+10(g2+su(2))"	58	259	1	1	0	0	0	0	0	0	2
58	56	"4 e8+4 f4+2 so(8)+9(g2+su(2))"	"5 e8+4 f4+2 so(8)+10(g2+su(2))"	65	88	1	1	0	0	0	0	0	1	3
