"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
30	4	"2 e8+2 f5+su(3)+4(g2+su(2))"	35	173	1	0	0	1	0	0	0	0
30	4	"2 e8+2 f5+su(3)+4(g2+su(2))"	35	225	1	0	0	0	0	0	0	0
30	4	"2 e8+2 f5+su(3)+4(g2+su(2))"	36	165	1	1	0	1	0	0	0	0
30	4	"2 e8+2 f5+su(3)+4(g2+su(2))"	36	225	1	0	0	0	0	0	0	0
30	4	"2 e8+2 f5+su(3)+4(g2+su(2))"	37	165	1	1	0	1	0	0	0	0
30	4	"2 e8+2 f5+su(3)+4(g2+su(2))"	37	225	1	0	0	0	0	0	0	0
30	4	"2 e8+2 f5+su(3)+4(g2+su(2))"	39	139	1	1	0	0	1	0	0	0
30	4	"2 e8+2 f5+su(3)+4(g2+su(2))"	39	140	0	1	0	0	1	0	0	0
30	4	"2 e8+2 f5+su(3)+4(g2+su(2))"	42	165	1	1	0	1	0	0	0	0
30	4	"2 e8+2 f5+su(3)+4(g2+su(2))"	42	173	1	0	0	1	0	0	0	0
30	5	"2 e8+3 f5+4(g2+su(2))"	35	173	1	1	0	0	0	0	0	0
30	5	"2 e8+3 f5+4(g2+su(2))"	36	173	1	1	0	0	0	0	0	0
30	5	"2 e8+3 f5+4(g2+su(2))"	37	173	1	1	0	0	0	0	0	0
30	5	"2 e8+3 f5+4(g2+su(2))"	38	173	1	1	0	0	0	0	0	0
30	6	"2 e8+3 f5+su(3)+3(g2+su(2))"	36	182	1	0	0	0	0	0	0	0
30	9	"2 e8+3 f5+su(3)+4(g2+su(2))"	34	173	1	0	0	0	0	0	0	0
30	9	"2 e8+3 f5+su(3)+4(g2+su(2))"	35	165	1	1	0	0	0	0	0	0
30	9	"2 e8+3 f5+su(3)+4(g2+su(2))"	37	165	1	1	0	0	0	0	0	0
30	9	"2 e8+3 f5+su(3)+4(g2+su(2))"	37	166	0	1	0	0	0	0	0	0
30	9	"2 e8+3 f5+su(3)+4(g2+su(2))"	38	165	1	1	0	0	0	0	0	0
30	10	"2 e8+3 f5+4(g2+su(2))"	38	173	1	1	0	0	0	0	0	0
30	11	"2 e8+3 f5+su(3)+3(g2+su(2))"	36	182	1	0	0	0	0	0	0	0
30	13	"2 e8+2 f5+2 su(3)+4(g2+su(2))"	35	164	2	0	0	1	0	0	0	0
30	13	"2 e8+2 f5+2 su(3)+4(g2+su(2))"	35	165	1	0	0	1	0	0	0	0
30	13	"2 e8+2 f5+2 su(3)+4(g2+su(2))"	35	217	1	0	0	0	0	0	0	0
30	13	"2 e8+2 f5+2 su(3)+4(g2+su(2))"	36	139	1	0	0	0	1	0	0	0
30	13	"2 e8+2 f5+2 su(3)+4(g2+su(2))"	36	217	1	0	0	0	0	0	0	0
30	13	"2 e8+2 f5+2 su(3)+4(g2+su(2))"	37	165	1	0	0	1	0	0	0	0
30	15	"2 e8+2 f5+su(3)+5(g2+su(2))"	32	214	2	0	0	0	0	0	0	0
30	15	"2 e8+2 f5+su(3)+5(g2+su(2))"	32	215	1	0	0	0	0	0	0	0
30	15	"2 e8+2 f5+su(3)+5(g2+su(2))"	35	164	1	0	0	1	0	0	0	0
30	15	"2 e8+2 f5+su(3)+5(g2+su(2))"	35	216	1	0	0	0	0	0	0	0
30	15	"2 e8+2 f5+su(3)+5(g2+su(2))"	36	216	1	0	0	0	0	0	0	0
30	16	"2 e8+3 f5+su(3)+3(g2+su(2))"	36	182	1	0	0	0	0	0	0	0
30	18	"2 e8+3 f5+2 su(3)+4(g2+su(2))"	35	164	2	0	0	0	0	0	0	0
30	18	"2 e8+3 f5+2 su(3)+4(g2+su(2))"	35	165	1	0	0	0	0	0	0	0
30	19	"2 e8+3 f5+su(3)+3(g2+su(2))"	35	182	1	0	0	0	0	0	0	0
30	19	"2 e8+3 f5+su(3)+3(g2+su(2))"	36	182	1	0	0	0	0	0	0	0
30	21	"2 e8+2 f5+so(8)+su(3)+4(g2+su(2))"	34	169	1	0	1	0	0	0	0	0
30	21	"2 e8+2 f5+so(8)+su(3)+4(g2+su(2))"	35	197	1	0	0	0	0	0	0	0
30	21	"2 e8+2 f5+so(8)+su(3)+4(g2+su(2))"	36	169	1	0	1	0	0	0	0	0
30	21	"2 e8+2 f5+so(8)+su(3)+4(g2+su(2))"	36	197	1	0	0	0	0	0	0	0
30	22	"2 e8+2 f5+so(8)+4(g2+su(2))"	34	169	1	1	1	0	0	0	0	0
30	27	"2 e8+2 f5+so(8)+su(3)+4(g2+su(2))"	36	197	1	0	0	0	0	0	0	0
30	29	"2 e8+2 f5+so(8)+su(3)+4(g2+su(2))"	33	187	2	1	0	0	0	0	0	0
30	29	"2 e8+2 f5+so(8)+su(3)+4(g2+su(2))"	33	189	1	1	0	0	0	0	0	0
30	29	"2 e8+2 f5+so(8)+su(3)+4(g2+su(2))"	35	197	1	0	0	0	0	0	0	0
30	29	"2 e8+2 f5+so(8)+su(3)+4(g2+su(2))"	36	197	1	0	0	0	0	0	0	0
30	34	"2 e8+2 f5+so(8)+2 su(3)+4(g2+su(2))"	33	187	2	0	0	0	0	0	0	0
30	34	"2 e8+2 f5+so(8)+2 su(3)+4(g2+su(2))"	33	188	2	0	0	0	0	0	0	0
30	34	"2 e8+2 f5+so(8)+2 su(3)+4(g2+su(2))"	33	189	1	0	0	0	0	0	0	0
30	34	"2 e8+2 f5+so(8)+2 su(3)+4(g2+su(2))"	35	189	1	0	0	0	0	0	0	0
30	35	"3 e7+2 f5+3(g2+su(2))+2(so(7)+2 su(2))"	34	176	1	1	0	0	0	0	1	0
30	35	"3 e7+2 f5+3(g2+su(2))+2(so(7)+2 su(2))"	38	61	1	1	0	0	0	0	0	1
30	36	"e8+2 e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"	35	167	1	1	1	0	0	0	0	0
30	36	"e8+2 e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"	35	168	1	1	1	0	0	0	0	0
30	36	"e8+2 e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"	35	175	1	0	1	0	0	0	0	0
30	36	"e8+2 e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"	35	203	1	0	0	0	0	0	0	0
30	36	"e8+2 e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"	36	167	1	1	1	0	0	0	0	0
30	36	"e8+2 e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"	36	175	1	0	1	0	0	0	0	0
30	36	"e8+2 e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"	36	203	1	0	0	0	0	0	0	0
30	36	"e8+2 e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"	37	144	1	1	0	1	0	0	0	0
30	36	"e8+2 e7+2 f5+4(g2+su(2))+so(7)+2 su(2)"	38	144	1	1	0	1	0	0	0	0
30	39	"e8+2 e7+2 f5+5(g2+su(2))"	35	205	1	0	0	0	0	0	0	0
30	39	"e8+2 e7+2 f5+5(g2+su(2))"	36	205	1	0	0	0	0	0	0	0
30	42	"2 e8+2 f5+so(8)+su(3)+4(g2+su(2))"	35	197	1	0	0	0	0	0	0	0
30	43	"e8+2 e7+2 f5+5(g2+su(2))"	35	205	1	0	0	0	0	0	0	0
30	43	"e8+2 e7+2 f5+5(g2+su(2))"	36	205	1	0	0	0	0	0	0	0
30	43	"e8+2 e7+2 f5+5(g2+su(2))"	37	205	1	0	0	0	0	0	0	0
30	44	"e8+2 e7+2 f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"	35	205	1	0	0	0	0	0	0	0
30	44	"e8+2 e7+2 f5+su(3)+3(g2+su(2))+so(7)+2 su(2)"	36	205	1	0	0	0	0	0	0	0
30	47	"2 e8+2 f5+so(8)+2 su(3)+4(g2+su(2))"	35	189	1	0	0	0	0	0	0	0
30	47	"2 e8+2 f5+so(8)+2 su(3)+4(g2+su(2))"	36	189	1	0	0	0	0	0	0	0
30	49	"2 e8+2 f5+so(8)+5(g2+su(2))"	35	195	1	0	0	0	0	0	0	0
30	49	"2 e8+2 f5+so(8)+5(g2+su(2))"	36	195	1	0	0	0	0	0	0	0
30	52	"e8+e7+e6+2 f5+2 su(3)+3(g2+su(2))+so(7)+2 su(2)"	35	166	1	1	0	0	1	0	0	0
30	52	"e8+e7+e6+2 f5+2 su(3)+3(g2+su(2))+so(7)+2 su(2)"	37	111	1	1	0	0	0	0	1	0
30	52	"e8+e7+e6+2 f5+2 su(3)+3(g2+su(2))+so(7)+2 su(2)"	37	112	0	1	0	0	0	0	1	0
30	52	"e8+e7+e6+2 f5+2 su(3)+3(g2+su(2))+so(7)+2 su(2)"	38	139	1	1	0	0	0	1	0	0
30	52	"e8+e7+e6+2 f5+2 su(3)+3(g2+su(2))+so(7)+2 su(2)"	38	140	0	1	0	0	0	1	0	0
30	52	"e8+e7+e6+2 f5+2 su(3)+3(g2+su(2))+so(7)+2 su(2)"	40	158	1	2	0	0	1	0	0	0
30	52	"e8+e7+e6+2 f5+2 su(3)+3(g2+su(2))+so(7)+2 su(2)"	40	159	0	2	0	0	1	0	0	0
30	54	"3 e7+2 f5+su(3)+3(g2+su(2))+2(so(7)+2 su(2))"	42	168	1	1	0	0	0	0	1	0
30	55	"e8+2 e7+2 f5+5(g2+su(2))"	36	205	1	0	0	0	0	0	0	0
30	55	"e8+2 e7+2 f5+5(g2+su(2))"	37	205	1	0	0	0	0	0	0	0
30	56	"e8+2 e7+2 f5+5(g2+su(2))"	36	205	1	0	0	0	0	0	0	0
