"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
4	1	"0"	"2 e6+g2+su(2)"	15	-49	0	1	0	0	2	0	0	0	2
4	1	"0"	"2 e6+su(3)"	15	-48	0	1	0	0	2	0	0	0	3
4	1	"0"	"2 f4+g2+su(2)"	13	3	0	1	0	2	0	0	0	0	2
4	1	"0"	"2 f4+g2+su(2)"	14	3	0	1	0	2	0	0	0	0	2
4	1	"0"	"2 f4+g2+su(2)"	14	3	1	1	0	2	0	0	0	0	2
4	1	"0"	"2 f4+su(3)"	14	4	0	1	0	2	0	0	0	0	2
4	1	"0"	"2 f4+su(3)+g2+su(2)"	14	-5	0	2	0	2	0	0	0	0	2
4	1	"0"	"2(g2+su(2))"	10	98	1	2	0	0	0	0	0	0	208
4	1	"0"	"2(g2+su(2))"	10	98	2	2	0	0	0	0	0	0	179
4	1	"0"	"2(g2+su(2))"	11	98	1	2	0	0	0	0	0	0	176
4	1	"0"	"2(g2+su(2))"	11	98	2	2	0	0	0	0	0	0	106
4	1	"0"	"2(g2+su(2))"	12	98	1	2	0	0	0	0	0	0	60
4	1	"0"	"2(g2+su(2))"	12	98	2	2	0	0	0	0	0	0	28
4	1	"0"	"2(g2+su(2))"	13	98	1	2	0	0	0	0	0	0	66
4	1	"0"	"2(g2+su(2))"	13	98	2	2	0	0	0	0	0	0	22
4	1	"0"	"2(g2+su(2))"	14	98	1	2	0	0	0	0	0	0	54
4	1	"0"	"2(g2+su(2))"	14	98	2	2	0	0	0	0	0	0	14
4	1	"0"	"2(g2+su(2))"	15	98	1	2	0	0	0	0	0	0	10
4	1	"0"	"2(g2+su(2))"	15	98	2	2	0	0	0	0	0	0	8
4	1	"0"	"2(g2+su(2))"	16	98	1	2	0	0	0	0	0	0	2
4	1	"0"	"2(g2+su(2))"	16	98	2	2	0	0	0	0	0	0	14
4	1	"0"	"2(g2+su(2))"	17	98	1	2	0	0	0	0	0	0	2
4	1	"0"	"2(g2+su(2))"	17	98	2	2	0	0	0	0	0	0	2
4	1	"0"	"2(g2+su(2))"	18	98	1	2	0	0	0	0	0	0	2
4	1	"0"	"2(g2+su(2))"	18	98	2	2	0	0	0	0	0	0	4
4	1	"0"	"2(g2+su(2))"	19	98	1	2	0	0	0	0	0	0	2
4	1	"0"	"2(g2+su(2))"	20	98	1	2	0	0	0	0	0	0	2
4	1	"0"	"2(g2+su(2))"	20	98	2	2	0	0	0	0	0	0	2
4	1	"0"	"2(g2+su(2))"	21	98	2	2	0	0	0	0	0	0	4
4	1	"0"	"2(g2+su(2))"	22	98	2	2	0	0	0	0	0	0	4
4	1	"0"	"2(g2+su(2))"	23	98	2	2	0	0	0	0	0	0	2
4	1	"0"	"2(g2+su(2))"	24	98	2	2	0	0	0	0	0	0	16
4	1	"0"	"2(g2+su(2))"	30	98	2	2	0	0	0	0	0	0	4
4	1	"0"	"2(g2+su(2))"	37	98	2	2	0	0	0	0	0	0	2
4	1	"0"	"2(g2+su(2))"	38	98	2	2	0	0	0	0	0	0	2
4	1	"0"	"2(g2+su(2))"	39	98	2	2	0	0	0	0	0	0	2
4	1	"0"	"2(g2+su(2))"	44	98	2	2	0	0	0	0	0	0	4
4	1	"0"	"2(g2+su(2))"	49	98	1	2	0	0	0	0	0	0	2
4	1	"0"	"2(g2+su(2))"	57	98	2	2	0	0	0	0	0	0	2
4	1	"0"	"2(g2+su(2))"	74	98	2	2	0	0	0	0	0	0	4
4	1	"0"	"2(g2+su(2))+so(7)+2 su(2)"	11	87	3	3	0	0	0	0	0	0	258
4	1	"0"	"2(g2+su(2))+so(7)+2 su(2)"	12	87	3	3	0	0	0	0	0	0	30
4	1	"0"	"2(g2+su(2))+so(7)+2 su(2)"	13	87	3	3	0	0	0	0	0	0	18
4	1	"0"	"2(g2+su(2))+so(7)+2 su(2)"	14	87	3	3	0	0	0	0	0	0	6
4	1	"0"	"2(g2+su(2))+so(7)+2 su(2)"	15	87	3	3	0	0	0	0	0	0	6
