"catalog type"	"catalog id"	"id"	"list"	"29TH+H-V"	"gauge algebra"	"symmetry"	"H-String Weight"
"N1"	"10423"	1	"{1,3,1,5,1,3,2,2,1,{1,{1,12}},1,2,2,3,1,5,1,2}"	173	"e8+2 f4+su(3)+2(g2+su(2))"	""	"{1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 1, 5, 4, 3, 2, 3, 1, 2, 1}"
"N1"	"10424"	2	"{1,3,1,5,1,3,2,2,1,{1,{1,12}},1,2,2,3,1,{1,5},1}"	173	"e8+2 f4+su(3)+2(g2+su(2))"	"{18,20}"	"{1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 1, 5, 4, 3, 2, 3, 1, 1, 1}"
"N1"	"10432"	3	"{3,1,3,2,2,1,{1,{1,12}},1,2,2,3,1,5,1,3,2,2,1}"	216	"e8+f4+su(3)+3(g2+su(2))"	""	"{1, 3, 2, 3, 4, 5, 1, 1, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1, 1, 1}"
"N1"	"10459"	4	"{1,5,1,3,2,2,1,{1,{1,12}},1,2,2,3,1,5,1,3,1,5}"	121	"e8+3 f4+su(3)+2(g2+su(2))"	""	"{1, 1, 4, 3, 5, 7, 9, 2, 2, 2, 11, 9, 7, 5, 8, 3, 7, 4, 5, 1}"
"N1"	"10464"	5	"{1,3,2,2,1,{2,1,{1,12}},1,2,2,3,1,5,1,3,2,2,1}"	224	"e8+f4+3(g2+su(2))"	""	"{1, 1, 2, 3, 4, 1, 2, 1, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1, 1, 1}"
"N1"	"10720"	6	"{1,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,2,3}"	164	"e8+2 f4+su(3)+3(g2+su(2))"	""	"{1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 6, 5, 4, 3, 5, 2, 5, 3, 1}"
"N1"	"10722"	7	"{1,3,1,5,1,3,2,2,1,{1,12},1,2,2,3,1,{1,5},1,3}"	165	"e8+2 f4+2 su(3)+2(g2+su(2))"	""	"{1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 1, 6, 5, 4, 3, 5, 2, 2, 3, 1}"
"N1"	"10730"	8	"{2,3,1,3,2,2,1,{1,12},1,2,2,3,1,5,1,3,2,2,1}"	215	"e8+f4+4(g2+su(2))"	""	"{1, 2, 5, 3, 4, 5, 6, 1, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1, 1, 1}"
"N1"	"10775"	9	"{1,3,2,2,1,{2,2,1,12},1,2,2,3,1,5,1,3,2,2,1}"	224	"e8+f4+3(g2+su(2))"	""	"{1, 1, 2, 3, 4, 1, 2, 3, 1, 5, 4, 3, 2, 3, 1, 2, 1, 1, 1, 1}"
"N1"	"10794"	10	"{1,3,1,5,1,3,2,2,1,{2,1,12},1,2,2,3,1,5,1,2}"	173	"e8+2 f4+su(3)+2(g2+su(2))"	""	"{1, 1, 2, 1, 3, 2, 3, 4, 5, 1, 2, 1, 5, 4, 3, 2, 3, 1, 2, 1}"
