"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
16	1	"e7+f5+3(g2+su(2))"	"2 e7+f5+2(g2+su(2))+so(7)+2 su(2)"	22	117	1	0	0	0	0	0	1	0
16	1	"e7+f5+3(g2+su(2))"	"2 e7+f5+2(g2+su(2))+so(7)+2 su(2)"	23	117	1	0	0	0	0	0	1	0
16	1	"e7+f5+3(g2+su(2))"	"2 e7+f5+2(g2+su(2))+so(7)+2 su(2)"	24	117	1	0	0	0	0	0	1	0
16	1	"e7+f5+3(g2+su(2))"	"2 e7+f5+4(g2+su(2))"	23	110	1	1	0	0	0	0	1	0
16	1	"e7+f5+3(g2+su(2))"	"2 e7+f5+4(g2+su(2))"	25	110	1	1	0	0	0	0	1	0
16	1	"e7+f5+3(g2+su(2))"	"2 e7+f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	22	109	1	1	0	0	0	0	1	0
16	1	"e7+f5+3(g2+su(2))"	"2 e7+f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	23	109	1	1	0	0	0	0	1	0
16	1	"e7+f5+3(g2+su(2))"	"2 e7+f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	24	109	1	1	0	0	0	0	1	0
16	1	"e7+f5+3(g2+su(2))"	"2 e7+f5+su(3)+3(g2+su(2))"	25	111	0	1	0	0	0	0	1	0
16	1	"e7+f5+3(g2+su(2))"	"e7+e6+f5+2(g2+su(2))+so(7)+2 su(2)"	20	172	1	0	0	0	1	0	0	0
16	1	"e7+f5+3(g2+su(2))"	"e7+e6+f5+2(g2+su(2))+so(7)+2 su(2)"	23	172	1	0	0	0	1	0	0	0
16	1	"e7+f5+3(g2+su(2))"	"e7+e6+f5+2(g2+su(2))+so(7)+2 su(2)"	24	172	1	0	0	0	1	0	0	0
16	1	"e7+f5+3(g2+su(2))"	"e7+e6+f5+4(g2+su(2))"	22	165	1	1	0	0	1	0	0	0
16	1	"e7+f5+3(g2+su(2))"	"e7+e6+f5+so(8)+2(g2+su(2))+so(7)+2 su(2)"	89	144	1	0	1	0	1	0	0	0
16	1	"e7+f5+3(g2+su(2))"	"e7+e6+f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	21	164	1	1	0	0	1	0	0	0
