"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
10	1	"2 f5+su(3)+g2+su(2)"	14	157	3	1	0	0	0	0	0	0	"{s1:10→1 / s3:1→1 / s4:1→1, 3→1, 10→1, s1:10→1 / s3:1→1 / s4:1→1, 3→2, 10→2}"	"{s2:9→1 / s3:11→1 / s4:11→1, s2:9→1 / s3:11→1 / s4:11→1}"
10	1	"2 f5+su(3)+g2+su(2)"	15	131	2	1	1	0	0	0	0	0	"s1:10→1 / s2:1→1 / s4:3→1, 10→1"	"s3:9→1 / s4:12→1"
10	1	"2 f5+su(3)+g2+su(2)"	15	151	2	2	0	0	0	0	0	0	"{s1:10→1 / s2:1→1 / s4:3→1, 10→1, s1:10→1 / s2:1→1 / s4:3→1, 10→2, s1:10→1 / s2:1→1 / s4:3→1, 10→2, s1:10→1 / s2:1→1 / s4:3→1, 10→3, s1:10→1 / s2:1→1 / s4:3→1, 10→3, s1:10→1 / s2:1→1 / s4:3→1, 10→4, s1:10→1 / s2:1→1 / s4:3→2, 10→2, s1:10→1 / s2:1→1 / s4:3→2, 10→3, s1:10→1 / s2:1→1 / s4:3→2, 10→3}"	"{s3:9→1 / s4:11→1, s3:9→1 / s4:11→1, s3:9→1 / s4:12→1, s3:9→1 / s4:11→1, s3:9→1 / s4:12→1, s3:9→1 / s4:12→1, s3:9→1 / s4:11→1, s3:9→1 / s4:11→1, s3:9→1 / s4:12→1}"
10	1	"2 f5+su(3)+g2+su(2)"	15	157	3	1	0	0	0	0	0	0	"{s1:10→1 / s3:1→1 / s4:1→1, 10→1, s1:10→1 / s3:1→1 / s4:1→1, 3→1, 10→2, s1:10→1 / s3:1→1 / s4:1→2, 10→1, s1:10→1 / s3:1→1 / s4:1→2, 10→2, s1:10→1 / s3:1→1 / s4:1→2, 3→1, 10→2, s1:10→1 / s3:1→1 / s4:1→3, 10→2, s1:10→1 / s3:3→1, 10→1 / s4:1→1, s1:10→1 / s3:3→1, 10→2 / s4:1→1, s1:10→1 / s3:3→2, 10→2 / s4:1→1}"	"{s2:9→1 / s3:11→1 / s4:11→1, s2:9→1 / s3:11→1 / s4:11→1, s2:9→1 / s3:11→1 / s4:11→1, s2:9→1 / s3:11→1 / s4:11→1, s2:9→1 / s3:11→1 / s4:11→1, s2:9→1 / s3:11→1 / s4:11→1, s2:9→1 / s3:11→1 / s4:11→1, s2:9→1 / s3:11→1 / s4:11→1, s2:9→1 / s3:11→1 / s4:11→1}"
10	1	"2 f5+su(3)+g2+su(2)"	16	151	2	2	0	0	0	0	0	0	"{s1:10→1 / s2:1→1 / s3:10→1, s1:10→1 / s2:1→1 / s3:10→1 / s4:3→1, 10→2, s1:10→1 / s2:1→1 / s3:10→1 / s4:3→1, 10→2, s1:10→1 / s2:1→1 / s3:10→1 / s4:3→1, 10→3, s1:10→1 / s2:1→1 / s3:10→1 / s4:3→1, 10→3, s1:10→1 / s2:1→1 / s3:10→1 / s4:3→1, 10→4, s1:10→1 / s2:1→1 / s3:10→1 / s4:3→1, 10→4, s1:10→1 / s2:1→1 / s4:3→1, 10→4}"	"{s3:12→1 / s4:9→1, s3:12→1 / s4:11→1, s3:12→1 / s4:9→1, s3:12→1 / s4:11→1, s3:12→1 / s4:9→1, s3:12→1 / s4:11→1, s3:12→1 / s4:9→1, s3:9→1 / s4:11→1}"
10	1	"2 f5+su(3)+g2+su(2)"	17	131	2	1	1	0	0	0	0	0	"s1:10→1 / s2:1→1 / s3:10→1"	"s3:12→1 / s4:9→1"
10	1	"2 f5+su(3)+g2+su(2)"	18	144	1	3	0	0	0	0	0	0	"s1:10→1 / s2:10→1 / s3:1→1 / s4:3→1, 10→4"	"s4:13→1"
10	1	"2 f5+su(3)+g2+su(2)"	18	157	3	1	0	0	0	0	0	0	"s1:10→1 / s3:1→1 / s4:1→1, 10→2"	"s2:9→1 / s3:11→1 / s4:11→1"
10	1	"2 f5+su(3)+g2+su(2)"	19	144	1	3	0	0	0	0	0	0	"s1:10→1 / s2:10→1 / s3:1→1 / s4:3→1, 10→3"	"s4:13→1"
10	1	"2 f5+su(3)+g2+su(2)"	20	144	1	3	0	0	0	0	0	0	"s1:10→1 / s2:10→1 / s3:1→1"	"s4:9→1"
10	1	"2 f5+su(3)+g2+su(2)"	21	144	1	3	0	0	0	0	0	0	"s1:10→1 / s2:10→1 / s3:1→1 / s4:10→1"	"s4:13→1"
10	1	"2 f5+su(3)+g2+su(2)"	28	151	2	2	0	0	0	0	0	0	"s1:10→1 / s2:1→1 / s3:10→2"	"s3:12→1 / s4:9→1"
10	1	"2 f5+su(3)+g2+su(2)"	43	151	2	2	0	0	0	0	0	0	"s1:10→1 / s2:1→1 / s3:10→1 / s4:10→1"	"s3:12→1 / s4:9→1"
10	1	"2 f5+su(3)+g2+su(2)"	50	151	2	2	0	0	0	0	0	0	"s1:10→1 / s2:1→1 / s3:10→2 / s4:10→1"	"s3:12→1 / s4:9→1"
10	1	"2 f5+su(3)+g2+su(2)"	63	144	1	3	0	0	0	0	0	0	"s1:10→1 / s2:10→1 / s3:1→1 / s4:10→2"	"s4:13→1"
10	1	"2 f5+su(3)+g2+su(2)"	71	137	0	4	0	0	0	0	0	0	"s1:10→1 / s2:10→1 / s3:10→1 / s4:1→1"	""
10	2	"f5+2(g2+su(2))"	13	194	1	3	0	0	0	0	0	0	"s1:10→1 / s2:1→1 / s3:1→1, 10→1 / s4:4→1, 10→2"	"s4:2→1"
