"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
24	1	"e8+2 f5+4(g2+su(2))"	24	175	0	0	0	0	0	0	1	0	2
24	1	"e8+2 f5+4(g2+su(2))"	24	203	0	0	0	0	0	1	0	0	2
24	1	"e8+2 f5+4(g2+su(2))"	24	222	0	1	0	0	1	0	0	0	2
24	1	"e8+2 f5+4(g2+su(2))"	24	228	0	0	1	1	0	0	0	0	2
24	1	"e8+2 f5+4(g2+su(2))"	24	230	0	0	0	0	1	0	0	0	2
24	1	"e8+2 f5+4(g2+su(2))"	24	256	0	0	0	1	0	0	0	0	3
24	1	"e8+2 f5+4(g2+su(2))"	25	195	0	1	0	0	0	1	0	0	2
24	1	"e8+2 f5+4(g2+su(2))"	25	202	0	0	1	0	1	0	0	0	2
24	1	"e8+2 f5+4(g2+su(2))"	26	167	0	1	0	0	0	0	1	0	2
24	1	"e8+2 f5+4(g2+su(2))"	26	175	0	0	1	0	0	1	0	0	2
24	1	"e8+2 f5+4(g2+su(2))"	26	178	0	0	0	1	1	0	0	0	2
24	1	"e8+2 f5+4(g2+su(2))"	27	147	0	0	1	0	0	0	1	0	2
24	1	"e8+2 f5+4(g2+su(2))"	27	151	0	0	0	1	0	1	0	0	2
24	1	"e8+2 f5+4(g2+su(2))"	28	123	0	0	0	1	0	0	1	0	2
24	1	"e8+2 f5+4(g2+su(2))"	28	125	0	0	0	0	1	1	0	0	2
24	1	"e8+2 f5+4(g2+su(2))"	28	166	1	1	0	0	0	0	1	0	2
24	1	"e8+2 f5+4(g2+su(2))"	29	97	0	0	0	0	1	0	1	0	2
24	1	"e8+2 f5+4(g2+su(2))"	30	70	0	0	0	0	0	1	1	0	2
24	1	"e8+2 f5+4(g2+su(2))"	31	158	1	2	0	0	0	0	1	0	2
24	1	"e8+2 f5+4(g2+su(2))"	33	43	1	2	0	0	0	0	0	1	6
24	1	"e8+2 f5+4(g2+su(2))"	33	44	0	2	0	0	0	0	0	1	5
24	1	"e8+2 f5+4(g2+su(2))"	33	49	2	1	0	0	0	0	0	1	8
24	1	"e8+2 f5+4(g2+su(2))"	33	51	1	1	0	0	0	0	0	1	10
24	1	"e8+2 f5+4(g2+su(2))"	33	52	0	1	0	0	0	0	0	1	3
24	1	"e8+2 f5+4(g2+su(2))"	41	158	1	2	0	0	0	0	1	0	2
24	2	"e8+3 f5+su(3)+3(g2+su(2))"	24	248	1	1	0	0	0	0	0	0	2
24	2	"e8+3 f5+su(3)+3(g2+su(2))"	24	249	0	1	0	0	0	0	0	0	3
24	2	"e8+3 f5+su(3)+3(g2+su(2))"	28	178	1	0	0	0	1	0	0	0	9
24	2	"e8+3 f5+su(3)+3(g2+su(2))"	29	143	1	1	0	0	0	1	0	0	2
24	2	"e8+3 f5+su(3)+3(g2+su(2))"	29	151	1	0	0	0	0	1	0	0	8
24	2	"e8+3 f5+su(3)+3(g2+su(2))"	29	178	1	0	0	0	1	0	0	0	5
24	2	"e8+3 f5+su(3)+3(g2+su(2))"	29	256	1	0	0	0	0	0	0	0	3
24	2	"e8+3 f5+su(3)+3(g2+su(2))"	30	115	1	1	0	0	0	0	1	0	2
24	2	"e8+3 f5+su(3)+3(g2+su(2))"	30	123	1	0	0	0	0	0	1	0	11
24	2	"e8+3 f5+su(3)+3(g2+su(2))"	30	151	1	0	0	0	0	1	0	0	3
24	2	"e8+3 f5+su(3)+3(g2+su(2))"	30	170	1	1	0	0	1	0	0	0	2
24	2	"e8+3 f5+su(3)+3(g2+su(2))"	30	256	1	0	0	0	0	0	0	0	3
24	2	"e8+3 f5+su(3)+3(g2+su(2))"	33	8	1	0	0	0	0	0	0	1	6
24	4	"e8+2 f5+4(g2+su(2))"	24	175	0	0	0	0	0	0	1	0	2
24	4	"e8+2 f5+4(g2+su(2))"	24	203	0	0	0	0	0	1	0	0	2
24	4	"e8+2 f5+4(g2+su(2))"	24	222	0	1	0	0	1	0	0	0	2
24	4	"e8+2 f5+4(g2+su(2))"	24	228	0	0	1	1	0	0	0	0	2
24	4	"e8+2 f5+4(g2+su(2))"	24	230	0	0	0	0	1	0	0	0	2
24	4	"e8+2 f5+4(g2+su(2))"	24	256	0	0	0	1	0	0	0	0	3
24	4	"e8+2 f5+4(g2+su(2))"	25	195	0	1	0	0	0	1	0	0	2
24	4	"e8+2 f5+4(g2+su(2))"	25	202	0	0	1	0	1	0	0	0	2
24	4	"e8+2 f5+4(g2+su(2))"	26	167	0	1	0	0	0	0	1	0	2
24	4	"e8+2 f5+4(g2+su(2))"	26	175	0	0	1	0	0	1	0	0	2
24	4	"e8+2 f5+4(g2+su(2))"	26	178	0	0	0	1	1	0	0	0	2
24	4	"e8+2 f5+4(g2+su(2))"	27	147	0	0	1	0	0	0	1	0	2
24	4	"e8+2 f5+4(g2+su(2))"	27	151	0	0	0	1	0	1	0	0	2
