"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
71	1	"5 e8+6 f5+12(g2+su(2))"	"5 e8+e7+6 f5+12(g2+su(2))"	71	266	0	0	0	0	0	0	1	0	3
71	1	"5 e8+6 f5+12(g2+su(2))"	"5 e8+e7+6 f5+so(8)+12(g2+su(2))"	71	238	0	0	1	0	0	0	1	0	2
71	1	"5 e8+6 f5+12(g2+su(2))"	"5 e8+e7'+7 f5+12(g2+su(2))"	71	242	0	0	0	1	0	1	0	0	2
71	1	"5 e8+6 f5+12(g2+su(2))"	"5 e8+e7+7 f5+12(g2+su(2))"	71	214	0	0	0	1	0	0	1	0	2
71	1	"5 e8+6 f5+12(g2+su(2))"	"5 e8+e7'+e6+6 f5+12(g2+su(2))"	71	216	0	0	0	0	1	1	0	0	2
71	1	"5 e8+6 f5+12(g2+su(2))"	"5 e8+e7+e6+6 f5+12(g2+su(2))"	71	188	0	0	0	0	1	0	1	0	2
71	1	"5 e8+6 f5+12(g2+su(2))"	"5 e8+e7+e7'+6 f5+12(g2+su(2))"	72	161	0	0	0	0	0	1	1	0	2
71	2	"5 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+12(g2+su(2))"	76	151	1	0	0	0	0	0	0	1	5
71	2	"5 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+13(g2+su(2))"	76	142	2	1	0	0	0	0	0	1	6
71	2	"5 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+2 su(3)+11(g2+su(2))"	76	144	0	1	0	0	0	0	0	1	4
71	2	"5 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+2 su(3)+12(g2+su(2))"	76	135	1	2	0	0	0	0	0	1	5
71	2	"5 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+3 su(3)+11(g2+su(2))"	76	136	0	2	0	0	0	0	0	1	3
71	2	"5 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+so(8)+12(g2+su(2))"	77	123	1	0	1	0	0	0	0	1	2
71	2	"5 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+su(3)+11(g2+su(2))+so(7)+2 su(2)"	76	141	2	1	0	0	0	0	0	1	2
71	2	"5 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+su(3)+12(g2+su(2))"	76	143	1	1	0	0	0	0	0	1	21
71	10	"5 e8+e7+5 f5+10(g2+su(2))+so(7)+2 su(2)"	"5 e8+2 e7+5 f5+11(g2+su(2))+so(7)+2 su(2)"	71	183	0	1	0	0	0	0	1	0	2
71	10	"5 e8+e7+5 f5+10(g2+su(2))+so(7)+2 su(2)"	"5 e8+e7+e6+5 f5+11(g2+su(2))+so(7)+2 su(2)"	71	238	0	1	0	0	1	0	0	0	2
71	10	"5 e8+e7+5 f5+10(g2+su(2))+so(7)+2 su(2)"	"5 e8+e7+e7'+5 f5+11(g2+su(2))+so(7)+2 su(2)"	71	211	0	1	0	0	0	1	0	0	2
71	12	"5 e8+e7+5 f5+12(g2+su(2))"	"5 e8+e7+6 f5+12(g2+su(2))"	71	266	0	0	0	1	0	0	0	0	3
71	12	"5 e8+e7+5 f5+12(g2+su(2))"	"5 e8+e7+6 f5+so(8)+12(g2+su(2))"	71	238	0	0	1	1	0	0	0	0	2
71	15	"5 e8+e6+6 f5+2 su(3)+10(g2+su(2))"	"5 e8+2 e6+6 f5+3 su(3)+10(g2+su(2))"	71	237	0	1	0	0	1	0	0	0	2
71	18	"5 e8+e6+6 f5+2 su(3)+10(g2+su(2))"	"5 e8+2 e6+6 f5+3 su(3)+10(g2+su(2))"	71	237	0	1	0	0	1	0	0	0	2
71	23	"5 e8+6 f5+so(8)+su(3)+11(g2+su(2))"	"6 e8+6 f5+so(8)+12(g2+su(2))"	77	123	1	0	0	0	0	0	0	1	2
71	39	"6 e8+5 f5+so(8)+11(g2+su(2))"	"6 e8+5 f5+so(8)+12(g2+su(2))"	75	175	1	1	0	0	0	0	0	0	3
71	39	"6 e8+5 f5+so(8)+11(g2+su(2))"	"6 e8+5 f5+so(8)+su(3)+11(g2+su(2))"	75	176	0	1	0	0	0	0	0	0	2
71	49	"6 e8+5 f5+so(8)+11(g2+su(2))"	"6 e8+5 f5+so(8)+12(g2+su(2))"	75	175	1	1	0	0	0	0	0	0	3
71	49	"6 e8+5 f5+so(8)+11(g2+su(2))"	"6 e8+5 f5+so(8)+su(3)+11(g2+su(2))"	75	176	0	1	0	0	0	0	0	0	2
