"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"	"LST gauge algebra"
47	1	52	170	0	1	1	0	0	0	1	0	"{s1:1→1 / s2:47→1 / s3:47→1, s1:47→1 / s2:1→1 / s3:1→1}"	""	"3 e8+4 f5+8(g2+su(2))"
47	2	51	178	1	0	1	0	0	0	1	0	"s1:47→1 / s2:1→1 / s3:1→1, 47→1"	"s3:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
47	2	51	182	1	0	0	1	0	1	0	0	"s1:47→1 / s2:1→1 / s3:47→1"	"s3:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
47	2	52	154	1	0	0	1	0	0	1	0	"s1:47→1 / s2:1→1 / s3:47→1"	"s3:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
47	2	52	178	1	0	1	0	0	0	1	0	"s1:47→1 / s2:1→1"	"s3:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
47	2	53	154	1	0	0	1	0	0	1	0	"s1:47→1 / s2:1→1"	"s3:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
47	2	53	171	0	1	1	0	0	0	1	0	"s1:47→1 / s2:1→1 / s3:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
47	2	54	76	0	2	0	0	0	0	0	1	"s1:47→1 / s2:1→1 / s3:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
47	2	54	83	1	1	0	0	0	0	0	1	"{s1:47→1 / s2:1→1, s1:47→1 / s2:1→1 / s3:1→1, s1:47→1 / s2:1→1 / s3:1→1, s1:47→1 / s2:1→1 / s3:1→2, s1:47→1 / s2:1→1 / s3:1→2, s1:47→1 / s2:1→1 / s3:1→3, s1:47→1 / s2:1→1 / s3:1→3, s1:47→1 / s2:1→1 / s3:1→4, s1:47→1 / s2:1→1 / s3:1→4, s1:47→1 / s2:1→1 / s3:1→5, s1:47→1 / s2:1→1 / s3:1→5, s1:47→1 / s2:1→2, s1:47→1 / s2:1→2 / s3:1→1, s1:47→1 / s2:1→2 / s3:1→1, s1:47→1 / s2:1→2 / s3:1→2, s1:47→1 / s2:1→2 / s3:1→3, s1:47→1 / s2:1→2 / s3:1→4, s1:47→1 / s2:1→3, s1:47→1 / s2:1→3 / s3:1→1, s1:47→1 / s2:1→4, s1:47→1 / s2:1→5}"	"{s3:2→1, s3:2→1, s3:49→1, s3:2→1, s3:49→1, s3:2→1, s3:49→1, s3:2→1, s3:49→1, s3:2→1, s3:49→1, s3:2→1, s3:2→1, s3:49→1, s3:2→1, s3:2→1, s3:2→1, s3:2→1, s3:2→1, s3:2→1, s3:2→1}"	"3 e8+4 f5+su(3)+7(g2+su(2))"
47	2	55	39	1	0	0	1	0	0	0	1	"s1:47→1 / s2:1→1"	"s3:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
47	2	55	56	0	1	1	0	0	0	0	1	"s1:47→1 / s2:1→1 / s3:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
47	2	55	63	1	0	1	0	0	0	0	1	"{s1:47→1 / s2:1→1, s1:47→1 / s2:1→1 / s3:1→1}"	"{s3:2→1, s3:2→1}"	"3 e8+4 f5+su(3)+7(g2+su(2))"
47	2	55	76	0	2	0	0	0	0	0	1	"{s1:47→1 / s2:1→1 / s3:1→2, s1:47→1 / s2:1→1 / s3:1→3}"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
47	3	51	170	0	1	1	0	0	0	1	0	"{s1:1→1 / s2:47→1 / s3:47→1, s1:1→1 / s2:47→1 / s3:47→2, s1:1→1 / s2:47→1 / s3:47→3}"	""	"3 e8+4 f5+8(g2+su(2))"
47	3	52	146	0	1	0	1	0	0	1	0	"s1:1→1 / s2:47→1 / s3:47→1"	""	"3 e8+4 f5+8(g2+su(2))"
47	3	52	150	0	0	2	0	0	0	1	0	"s1:1→1 / s2:47→1 / s3:47→1"	""	"3 e8+4 f5+8(g2+su(2))"
